Student ID,Age,Grade,School,Q1,Q1_Response Time Score,Q2,Q2_Response Time Score,Q3,Q3_Response Time Score,Q4,Q4_Response Time Score,Q5,Q5_Response Time Score,Q6,Q6_Response Time Score,Q7,Q7_Response Time Score,Q8,Q8_Response Time Score,Q9,Q9_Response Time Score,Q10,Q10_Response Time Score,Q11,Q11_Response Time Score,Q12,Q12_Response Time Score,Q13,Q13_Response Time Score,Q14,Q14_Response Time Score,Q15,Q15_Response Time Score,Q16,Q16_Response Time Score,Q17,Q17_Response Time Score,Q18,Q18_Response Time Score,Q19,Q19_Response Time Score,Q20,Q20_Response Time Score,Q21,Q21_Response Time Score,Q22,Q22_Response Time Score,Q23,Q23_Response Time Score,Q24,Q24_Response Time Score,Q1_Time,Q1_Time by Grade,Q2_Time,Q2_Time by Grade,Q3_Time,Q3_Time by Grade,Q4_Time,Q4_Time by Grade,Q5_Time,Q5_Time by Grade,Q6_Time,Q6_Time by Grade,Q7_Time,Q7_Time by Grade,Q8_Time,Q8_Time by Grade,Q9_Time,Q9_Time by Grade,Q10_Time,Q10_Time by Grade,Q11_Time,Q11_Time by Grade,Q12_Time,Q12_Time by Grade,Q13_Time,Q13_Time by Grade,Q14_Time,Q14_Time by Grade,Q15_Time,Q15_Time by Grade,Q16_Time,Q16_Time by Grade,Q17_Time,Q17_Time by Grade,Q18_Time,Q18_Time by Grade,Q19_Time,Q19_Time by Grade,Q20_Time,Q20_Time by Grade,Q21_Time,Q21_Time by Grade,Q22_Time,Q22_Time by Grade,Q23_Time,Q23_Time by Grade,Q24_Time,Q24_Time by Grade,How much did the student enjoy the activity,How is the student feeling,Total Score,Was your child's birth weight considered very low (3 pounds or less)?,Was your child born prematurely (before 37 weeks)?,Any birth complications or known birth defects?,Is there a family history (parent/sibling) of significant difficulty with mathematics or diagnosed dyscalculia?,Do you think your child particularly struggles in mathematics?,"Performance in Math
(original grades)","Performance in Math
(derived grades)","Performance in Other Subjects
(original grades)","Performance in Other Subjects
(derived grades)",Do you think the child struggles specifically in Math?
272142,6,3,NEWLANDS,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0,-1,0,0,1,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,46.98,Slightly Above Avg,31.41,Slightly Above Avg,60.42,Way Above Avg,8.65,Average,62.27,Way Above Avg,64.04,Way Above Avg,22.18,Way Above Avg,35.89,Way Above Avg,20.86,Way Above Avg,18.74,Way Above Avg,41.44,Way Above Avg,125.7,Way Above Avg,7.07,Way Below Avg,24.96,Slightly Above Avg,111.62,Way Above Avg,49.11,Way Above Avg,27.86,Slightly Above Avg,17.19,Average,33.53,Slightly Above Avg,29.33,Slightly Above Avg,56.19,Slightly Above Avg,43.02,Way Above Avg,26.5,Way Above Avg,49.05,Slightly Above Avg,1,2,2,Not Sure,Not Sure,No,No,No,74.29%,Above Average,76.81%,Good,No
272197,,2,TNS_Gulberg,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,14.59,Slightly Below Avg,7.52,Way Below Avg,6.32,Slightly Below Avg,7.56,Average,8.95,Average,4.79,Slightly Below Avg,5.19,Slightly Below Avg,3.35,Way Below Avg,6.52,Average,4.65,Slightly Below Avg,4.66,Slightly Below Avg,48.97,Average,39.62,Slightly Above Avg,11.68,Slightly Below Avg,15.93,Slightly Below Avg,4.93,Way Below Avg,11.9,Slightly Below Avg,11.41,Average,17.01,Slightly Below Avg,11.45,Way Below Avg,16.69,Way Below Avg,5.82,Way Below Avg,10.46,Average,32.07,Average,1,2,26,,,,,,Below Average,Below Average,Below Average,Below Average,No
272629,,1,TNS_Gulberg,1,0,0,0,1,0,1,0,1,0,1,0,1,-1,1,0,0,-1,1,0,1,0,1,-1,0,-1,1,0,1,0,0,0,0,-1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,16.5,Slightly Below Avg,11.15,Way Below Avg,11.81,Average,13.06,Average,11.6,Average,8.06,Average,28.53,Way Above Avg,7.87,Average,18.01,Way Above Avg,5.91,Slightly Below Avg,9.02,Average,116.35,Way Above Avg,95.81,Way Above Avg,17.67,Slightly Below Avg,27.77,Average,21.41,Average,54.77,Way Above Avg,8.33,Slightly Below Avg,14.64,Way Below Avg,18.2,Slightly Below Avg,85.69,Slightly Above Avg,25.83,Slightly Above Avg,9.85,Average,62.91,Average,1,1,13,,,,,,Below Average,Below Average,Below Average,Below Average,No
272936,7.7,3,NEWLANDS,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,14.24,Average,16.22,Average,5.48,Average,42.17,Way Above Avg,7.74,Average,6.75,Average,9.38,Slightly Above Avg,10.15,Slightly Above Avg,8.48,Slightly Above Avg,11.26,Slightly Above Avg,7.28,Slightly Above Avg,28.37,Average,43.1,Slightly Above Avg,23.3,Average,27.62,Slightly Above Avg,18.78,Slightly Above Avg,123.1,Way Above Avg,16,Average,28.96,Slightly Above Avg,31.38,Slightly Above Avg,66.77,Slightly Above Avg,7.55,Average,13.36,Slightly Above Avg,30.52,Average,1,1,19,No,No,No,No,No,82.50%,Good,90.00%,Excellent,No
273347,,3,TNS_Gulberg,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,9.79,Slightly Below Avg,6.51,Way Below Avg,4.69,Slightly Below Avg,5.69,Average,4.99,Slightly Below Avg,5.16,Slightly Below Avg,4.06,Slightly Below Avg,4.23,Slightly Below Avg,4.15,Slightly Below Avg,4.15,Slightly Below Avg,4.37,Average,15.8,Average,7.62,Way Below Avg,5.71,Way Below Avg,15.63,Average,3.78,Way Below Avg,8.41,Way Below Avg,15.46,Average,15.24,Average,8.33,Way Below Avg,14.48,Slightly Below Avg,8.7,Average,6.75,Average,15.98,Slightly Below Avg,2,2,25,,,,,,Below Average,Below Average,Below Average,Below Average,No
276016,,2,TNS_Gulberg,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.5,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,14.62,Slightly Below Avg,12.77,Slightly Below Avg,11.8,Slightly Above Avg,16.55,Way Above Avg,6.36,Slightly Below Avg,7.67,Average,9.9,Average,7.18,Average,6.6,Average,9.42,Average,8.07,Average,18.95,Slightly Below Avg,62.33,Slightly Above Avg,17.05,Average,13.93,Slightly Below Avg,5.84,Slightly Below Avg,13.36,Slightly Below Avg,6.27,Way Below Avg,24.07,Average,22.91,Average,64.65,Slightly Above Avg,6.32,Slightly Below Avg,7.87,Average,38.22,Average,1,1,18.5,,,,,,Below Average,Below Average,Below Average,Below Average,No
276321,,2,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1,1,-1,0,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,28.15,Average,17.02,Average,8.43,Average,16.27,Slightly Above Avg,17.09,Average,9.6,Average,14.46,Slightly Above Avg,33.17,Way Above Avg,20.18,Way Above Avg,15.34,Slightly Above Avg,14.49,Slightly Above Avg,59.9,Slightly Above Avg,19.67,Average,30.08,Average,50.97,Slightly Above Avg,18.26,Average,9.54,Slightly Below Avg,11.56,Average,32.37,Average,13.68,Slightly Below Avg,16.21,Way Below Avg,19.2,Slightly Above Avg,33.41,Way Above Avg,35.94,Average,2,2,10.5,,,,,,Below Average,Below Average,Below Average,Below Average,No
278809,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-1,1,0,1,0,1,0,26.87,Average,20.46,Average,7,Slightly Below Avg,9.1,Average,7.84,Slightly Below Avg,9.49,Average,13.05,Average,7.66,Average,9.56,Average,8.96,Average,9.34,Average,36.29,Average,32.35,Average,86.04,Slightly Above Avg,20.11,Slightly Below Avg,13.15,Average,20.44,Average,16.21,Average,40.4,Average,40.15,Average,227.8,Way Above Avg,12.45,Average,8.67,Average,73.3,Slightly Above Avg,1,1,20,,,,,,C,Average,C,Average,No
279559,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,0,1,0,1,1,1,1,0,-1,1,0,1,0,1,0,1,-1,0,0,1,0,1,0,1,-1,17.99,Slightly Below Avg,39.97,Slightly Above Avg,16.34,Slightly Above Avg,17.69,Slightly Above Avg,23.08,Average,28.55,Way Above Avg,33.97,Way Above Avg,17.52,Slightly Above Avg,9.6,Average,27.5,Slightly Above Avg,31.88,Way Above Avg,80.71,Slightly Above Avg,46.22,Slightly Above Avg,16.21,Way Below Avg,15.13,Way Below Avg,50.32,Way Above Avg,37.36,Slightly Above Avg,42.87,Slightly Above Avg,46.6,Average,103.93,Way Above Avg,156.24,Slightly Above Avg,12.84,Average,9.22,Average,111.72,Way Above Avg,3,1,18,,,,,,Excellent,Excellent,Excellent,Excellent,No
279952,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0.5,0,1,0,1,0,1,0,1,-1,0,0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,0,17.95,Slightly Below Avg,15.38,Slightly Below Avg,8.11,Slightly Below Avg,7.64,Slightly Below Avg,6.61,Slightly Below Avg,7.2,Slightly Below Avg,8.75,Average,4.84,Way Below Avg,6.56,Average,5.66,Slightly Below Avg,5.08,Slightly Below Avg,40.07,Average,68.59,Slightly Above Avg,23.11,Slightly Below Avg,19.62,Slightly Below Avg,51.47,Way Above Avg,21.52,Average,106.69,Way Above Avg,23.92,Slightly Below Avg,38.59,Average,192.03,Way Above Avg,8.36,Slightly Below Avg,6.07,Slightly Below Avg,76.06,Slightly Above Avg,2,1,19.5,,,,,,Excellent,Excellent,Excellent,Excellent,No
281463,,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,13.42,Average,12.04,Average,4.05,Slightly Below Avg,5.15,Slightly Below Avg,4.58,Slightly Below Avg,4.17,Slightly Below Avg,5.72,Average,5.23,Average,5.94,Average,5.26,Average,5.18,Average,12.47,Slightly Below Avg,7.99,Way Below Avg,18.74,Average,10.76,Slightly Below Avg,12.76,Average,14.99,Average,5.62,Way Below Avg,23.86,Average,20.27,Average,39.4,Slightly Above Avg,5.19,Slightly Below Avg,5.81,Slightly Below Avg,33.42,Average,2,1,26,,,,,,Excellent,Excellent,Excellent,Excellent,No
286981,9,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,-1,1,0,1,1,0,0,1,0,1,0,1,0,10.17,Slightly Below Avg,20.44,Slightly Above Avg,5.04,Slightly Below Avg,9.02,Slightly Above Avg,5.41,Slightly Below Avg,20.6,Way Above Avg,6.85,Average,6.57,Average,9.6,Slightly Above Avg,6.51,Average,9.93,Slightly Above Avg,16.4,Average,9.34,Slightly Below Avg,5.4,Way Below Avg,7.11,Way Below Avg,7.45,Slightly Below Avg,38.55,Slightly Above Avg,63.23,Way Above Avg,12.38,Slightly Below Avg,9.16,Way Below Avg,19.36,Average,4.97,Slightly Below Avg,6.36,Slightly Below Avg,25.14,Average,2,2,21,,,,,,Excellent,Excellent,Good,Good,No
288081,6.5,3,NEWLANDS,1,0,0,-1,1,0,1,0,1,-1,0,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0,1,-1,0,-1,1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,1,0,31.91,Slightly Above Avg,45.62,Way Above Avg,11.41,Slightly Above Avg,9.46,Slightly Above Avg,37.73,Way Above Avg,8.28,Average,62.92,Way Above Avg,16.31,Way Above Avg,8.61,Slightly Above Avg,45.65,Way Above Avg,58.24,Way Above Avg,201.17,Way Above Avg,26.66,Slightly Above Avg,81.34,Way Above Avg,267.28,Way Above Avg,40.52,Way Above Avg,13.78,Average,16.85,Average,45.13,Way Above Avg,35.06,Slightly Above Avg,18.32,Slightly Below Avg,15.64,Slightly Above Avg,18.7,Way Above Avg,34.69,Average,5,5,3,No,No,No,No,No,85.71%,Good,76.04%,Good,No
291108,,1,TNS_Gulberg,1,0,1,0,1,-1,1,0,1,-1,0,0,1,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,-1,0,-1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,-1,76.25,Slightly Above Avg,17.41,Slightly Below Avg,71.9,Way Above Avg,8.26,Average,40.79,Way Above Avg,12.98,Average,23.72,Slightly Above Avg,10.19,Average,11.6,Slightly Above Avg,21.27,Slightly Above Avg,8.09,Average,111.07,Way Above Avg,50.6,Slightly Above Avg,150.52,Way Above Avg,302.05,Way Above Avg,29.04,Slightly Above Avg,7.9,Way Below Avg,19.95,Average,29.29,Average,16.07,Way Below Avg,36.46,Average,13.66,Average,6.17,Slightly Below Avg,109.23,Way Above Avg,2,3,12,,,,,,Excellent,Excellent,Excellent,Excellent,No
294781,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0.5,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,20.67,Slightly Below Avg,38.19,Average,7.15,Slightly Below Avg,9.61,Average,4.17,Way Below Avg,12.13,Average,13.51,Average,6.31,Slightly Below Avg,7.61,Average,9.5,Average,7.33,Average,115.27,Way Above Avg,40.02,Average,36.91,Average,30.05,Average,20.06,Average,51.34,Slightly Above Avg,22.12,Slightly Above Avg,33.6,Average,73.34,Slightly Above Avg,105.55,Slightly Above Avg,14.29,Average,17.24,Slightly Above Avg,92.62,Slightly Above Avg,3,1,18.5,,,,,,Excellent,Excellent,Good,Good,No
294812,8.5,3,NEWLANDS,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1,1,0,1,0,0.5,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13.64,Average,12.71,Average,5.42,Average,5.63,Average,5.92,Average,6.82,Average,6.03,Average,5.18,Average,11.1,Way Above Avg,4.74,Slightly Below Avg,5.39,Average,16.39,Average,22.59,Average,12.84,Average,14.07,Average,11.76,Average,11.79,Slightly Below Avg,10.86,Average,20.64,Average,24.5,Average,27.32,Average,6.13,Slightly Below Avg,7.03,Average,15.3,Slightly Below Avg,1,1,20.5,No,No,No,Not Sure,No,83.33%,Good,69.17%,Above Average,No
295053,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1,1,0,1,-1,0,0,0,-1,1,0,1,-1,1,-1,0,0,0,0,1,0,1,0,21.22,Slightly Below Avg,16.47,Slightly Below Avg,11.05,Average,11.82,Average,30.38,Slightly Above Avg,7.43,Slightly Below Avg,8.73,Average,6.68,Average,7.87,Average,15.04,Slightly Above Avg,8.97,Average,35.33,Average,101.03,Way Above Avg,19.99,Slightly Below Avg,131.87,Way Above Avg,12,Average,74.3,Way Above Avg,33.47,Slightly Above Avg,262.38,Way Above Avg,127.01,Way Above Avg,18.66,Way Below Avg,13.02,Average,12.75,Average,28.48,Slightly Below Avg,3,3,14,,,,,,Excellent,Excellent,Good,Good,No
295089,7.5,3,TNS DHA,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,12.13,Average,15.41,Average,5.34,Slightly Below Avg,7.9,Average,6.35,Average,6.81,Average,5.51,Average,6.26,Average,5.43,Average,5.17,Average,6.38,Average,10.08,Way Below Avg,9.59,Slightly Below Avg,10.96,Slightly Below Avg,12.13,Slightly Below Avg,13.98,Average,20.42,Average,5.44,Way Below Avg,12.65,Slightly Below Avg,19.32,Average,18.56,Average,7.57,Average,7.75,Average,19.17,Average,1,1,25,No,No,No,No,No,90.00%,Excellent,88.54%,Good,No
295134,,1,TNS_Gulberg,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,32.11,Average,11.94,Slightly Below Avg,10.37,Average,5.52,Way Below Avg,4.63,Way Below Avg,6.16,Slightly Below Avg,5.53,Way Below Avg,13.19,Slightly Above Avg,4.91,Slightly Below Avg,4.63,Slightly Below Avg,6.15,Average,5.73,Way Below Avg,9.9,Slightly Below Avg,21.07,Slightly Below Avg,39.47,Average,12.46,Average,9.92,Slightly Below Avg,10.98,Average,10.86,Way Below Avg,27.62,Average,24.52,Slightly Below Avg,15.11,Average,12.2,Average,37.93,Average,1,1,16,,,,,,Excellent,Excellent,Excellent,Excellent,No
295469,,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,9.25,Slightly Below Avg,11.3,Average,6.15,Average,8.07,Average,3.58,Way Below Avg,4.37,Slightly Below Avg,3.61,Way Below Avg,3.86,Slightly Below Avg,4.35,Average,3.97,Slightly Below Avg,3.75,Slightly Below Avg,24.06,Average,9.54,Slightly Below Avg,15.53,Average,53.38,Slightly Above Avg,44.74,Way Above Avg,34.79,Slightly Above Avg,8.81,Slightly Below Avg,66.07,Way Above Avg,25.46,Slightly Above Avg,68.82,Slightly Above Avg,12.46,Slightly Above Avg,60.33,Way Above Avg,43.82,Slightly Above Avg,2,2,22,,,,,,Excellent,Excellent,Good,Good,No
295589,,2,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,14.66,Slightly Below Avg,15.8,Average,9.42,Average,16.48,Slightly Above Avg,5.45,Slightly Below Avg,12.78,Average,6.03,Slightly Below Avg,5.75,Slightly Below Avg,6.45,Average,10.34,Average,15.7,Slightly Above Avg,21.98,Slightly Below Avg,15.61,Slightly Below Avg,17.43,Average,14.13,Slightly Below Avg,20.4,Average,22.34,Average,19.16,Average,23.19,Average,27.43,Average,62.99,Slightly Above Avg,9.5,Average,5.74,Way Below Avg,18.4,Way Below Avg,5,5,22,,,,,,Excellent,Excellent,Good,Good,No
295690,,1,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62,Average,13.13,Slightly Below Avg,11.46,Average,10.15,Average,15.35,Average,10.45,Average,8.59,Average,6.69,Average,7.85,Average,9.94,Average,10.98,Slightly Above Avg,46.55,Average,30.56,Average,26.62,Slightly Below Avg,64.83,Slightly Above Avg,27.71,Slightly Above Avg,18.03,Average,24.77,Slightly Above Avg,50.33,Average,78.09,Slightly Above Avg,126.61,Slightly Above Avg,14.37,Average,8.87,Average,32.75,Average,3,2,18,,,,,,Excellent,Excellent,Good,Good,No
296571,,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,21.33,Slightly Above Avg,26.58,Slightly Above Avg,9.78,Slightly Above Avg,8.94,Average,6.38,Average,7.88,Average,13.7,Slightly Above Avg,9.86,Slightly Above Avg,6,Average,8.09,Average,7.33,Slightly Above Avg,169.54,Way Above Avg,96.76,Way Above Avg,46.46,Slightly Above Avg,41.09,Slightly Above Avg,8.86,Slightly Below Avg,33.78,Slightly Above Avg,19.75,Slightly Above Avg,30.06,Slightly Above Avg,31.5,Slightly Above Avg,34.8,Average,11.04,Average,9.01,Average,29.22,Average,2,2,20,,,,,,Good,Good,Excellent,Excellent,No
296572,,3,TNS_Gulberg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,11.16,Average,24.68,Slightly Above Avg,12.09,Slightly Above Avg,2.61,Way Below Avg,4.27,Slightly Below Avg,6.99,Average,5.83,Average,5.38,Average,3.94,Slightly Below Avg,4.75,Slightly Below Avg,5.74,Average,7.3,Way Below Avg,10.82,Slightly Below Avg,9.36,Slightly Below Avg,8.99,Slightly Below Avg,10.56,Average,7.71,Way Below Avg,10.47,Average,15.1,Average,13.89,Slightly Below Avg,33.41,Average,6.41,Slightly Below Avg,5.1,Slightly Below Avg,42.34,Slightly Above Avg,3,2,17,,,,,,Good,Good,Good,Good,No
297070,,2,TNS_Gulberg,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,18.93,Average,23.56,Average,6.58,Slightly Below Avg,4.6,Way Below Avg,8.04,Average,6.6,Slightly Below Avg,4.14,Way Below Avg,3.69,Way Below Avg,3.56,Way Below Avg,7.42,Average,8.61,Average,27.32,Average,16.63,Average,11.63,Slightly Below Avg,14.93,Slightly Below Avg,17.15,Average,28.82,Average,10.53,Average,16.22,Slightly Below Avg,22.05,Average,21.67,Slightly Below Avg,10.37,Average,4.56,Way Below Avg,31.46,Average,1,1,28,,,,,,Good,Good,Good,Good,No
297243,,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,0,11,Average,11.37,Average,5.41,Average,3.82,Slightly Below Avg,5.81,Average,9.44,Average,7.51,Average,4.9,Average,3.66,Slightly Below Avg,8.42,Average,3.79,Slightly Below Avg,14.29,Slightly Below Avg,33.53,Slightly Above Avg,8.85,Slightly Below Avg,16.31,Average,25.07,Slightly Above Avg,13.26,Average,40.17,Way Above Avg,11.47,Slightly Below Avg,9.86,Way Below Avg,14.73,Slightly Below Avg,6.2,Slightly Below Avg,7.24,Average,26.51,Average,1,1,23,,,,,,Good,Good,Good,Good,No
298485,9,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,0,0,1,0,1,-1,1,0,1,0,1,0,1,0,10.22,Slightly Below Avg,14.97,Average,6.04,Average,5.21,Slightly Below Avg,6.59,Average,6.27,Average,6.27,Average,4.77,Average,4.38,Average,7.38,Average,5.97,Average,39.22,Slightly Above Avg,23.37,Average,13.14,Average,15.11,Average,14.77,Average,67.38,Way Above Avg,20.76,Slightly Above Avg,40.84,Slightly Above Avg,80.08,Way Above Avg,26.35,Average,7.4,Average,11.83,Slightly Above Avg,59.23,Slightly Above Avg,2,2,19,,,,,,Good,Good,Good,Good,No
298907,6,3,NEWLANDS,1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,0,33.06,Slightly Above Avg,32.78,Way Above Avg,17.83,Way Above Avg,13.42,Way Above Avg,27.1,Way Above Avg,19.98,Way Above Avg,24.42,Way Above Avg,13.8,Way Above Avg,27.34,Way Above Avg,24.35,Way Above Avg,27.48,Way Above Avg,66.21,Way Above Avg,76.74,Way Above Avg,62.91,Way Above Avg,26.23,Average,67.3,Way Above Avg,42.08,Way Above Avg,69.25,Way Above Avg,82.96,Way Above Avg,133.68,Way Above Avg,86.3,Way Above Avg,27.57,Way Above Avg,35.59,Way Above Avg,50.21,Slightly Above Avg,2,1,-3,No,No,No,No,No,26.67%,Below Average,84.00%,Good,Yes
299067,,2,TNS_Gulberg,1,0,1,-1,1,0,1,0,1,-1,1,0,1,1,1,-1,0,0,1,0,1,0,0.5,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,22.73,Average,190.17,Way Above Avg,7.25,Average,5.78,Slightly Below Avg,45.68,Way Above Avg,4.82,Slightly Below Avg,4.5,Way Below Avg,22.32,Way Above Avg,7.49,Average,8.71,Average,6.82,Average,71.33,Slightly Above Avg,10.98,Slightly Below Avg,8.96,Way Below Avg,17.86,Average,10.87,Average,7.86,Way Below Avg,21.58,Average,16.47,Slightly Below Avg,21.59,Average,64.58,Slightly Above Avg,8.41,Slightly Below Avg,17.1,Slightly Above Avg,31.82,Average,4,5,19.5,,,,,,Good,Good,Good,Good,No
300009,,1,TNS_Gulberg,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,-1,1,0,12.95,Way Below Avg,11.11,Way Below Avg,10.45,Average,12.82,Average,8.55,Slightly Below Avg,8.93,Average,7.56,Slightly Below Avg,11.34,Slightly Above Avg,6.52,Average,7.58,Average,6.21,Average,49.94,Average,40.11,Average,13.32,Way Below Avg,34.04,Average,23.1,Average,30.02,Slightly Above Avg,11.18,Average,40.41,Average,26.61,Slightly Below Avg,64,Average,13.64,Average,29.45,Way Above Avg,46.13,Average,2,2,20,,,,,,Good,Good,Good,Good,No
301561,7,2,TNS_Gulberg,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,18.47,Average,10.59,Slightly Below Avg,3.91,Way Below Avg,3.11,Way Below Avg,4.84,Way Below Avg,5.06,Slightly Below Avg,5.19,Slightly Below Avg,3.56,Way Below Avg,3.68,Way Below Avg,3.81,Way Below Avg,3.75,Way Below Avg,10.73,Way Below Avg,10.69,Slightly Below Avg,6,Way Below Avg,17.2,Average,11.28,Average,5.74,Way Below Avg,5.41,Way Below Avg,51.99,Slightly Above Avg,27.61,Average,24.56,Slightly Below Avg,7.91,Slightly Below Avg,12.04,Average,16.44,Way Below Avg,1,2,33,,,,,,Good,Good,Good,Good,No
301882,,3,TNS_Gulberg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,11.96,Average,10.48,Slightly Below Avg,5.01,Slightly Below Avg,6.78,Average,5.13,Slightly Below Avg,5.35,Average,6.45,Average,5.75,Average,3.7,Slightly Below Avg,4.57,Slightly Below Avg,5.93,Average,13.27,Slightly Below Avg,14.89,Average,11.41,Slightly Below Avg,10.02,Slightly Below Avg,7.39,Slightly Below Avg,16.52,Average,6.39,Slightly Below Avg,11.33,Slightly Below Avg,13.03,Slightly Below Avg,22.88,Average,12.17,Slightly Above Avg,8.76,Average,26.39,Average,3,3,24,,,,,,Good,Good,Good,Good,No
